
Tue Jan 24 15:59:01 2012
System: AIX 7.1 Node: D-DB-NIM
Machine: 00CADA0E4C00
Internet Address: 0A070D32 10.7.13.50
At trace startup, the system contained 16 cpus, of which 16 were traced.
Buffering: Kernel Heap
This is from a 64-bit kernel.
Tracing only these hooks, 59b0,59c0



trace -aj 59B,59C -o tmp_demoted/trace.out      


ID   PROCESS NAME   CPU PID      TID      I    ELAPSED_SEC     DELTA_MSEC   APPL    SYSCALL KERNEL  INTERRUPT

001  trace          0   7012368  42139671      0.000000000       0.000000                   TRACE ON channel 0
59B  --1-           -1  -1       42795233      4.622660906       0.004315                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021065E1, length = 1000
59B  --1-           -1  -1       42795233      4.622664482       0.003576                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9956, length = 1000
59B  --1-           -1  -1       42795233      4.622668625       0.004143                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108AC7, length = 1000
59B  --1-           -1  -1       42795233      4.622672185       0.003560                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD997A, length = 1000
59B  --1-           -1  -1       42795233      4.622676537       0.004352                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CBE7, length = 1000
59B  --1-           -1  -1       42795233      4.622680080       0.003543                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99C2, length = 1000
59B  --1-           -1  -1       42795233      4.622684062       0.003982                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210502E, length = 1000
59B  --1-           -1  -1       42795233      4.622687625       0.003563                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99E6, length = 1000
59B  --1-           -1  -1       42795233      4.622691605       0.003980                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3D4, length = 1000
59B  --1-           -1  -1       42795233      4.622696000       0.004395                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A0A, length = 1000
59B  --1-           -1  -1       42795233      4.622699724       0.003724                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3B7, length = 1000
59B  --1-           -1  -1       42795233      4.622703656       0.003932                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A2E, length = 1000
59B  --1-           -1  -1       42795233      4.622707451       0.003795                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021027D6, length = 1000
59B  --1-           -1  -1       42795233      4.622711257       0.003806                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A52, length = 1000
59B  --1-           -1  -1       42795233      4.622715367       0.004110                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104EA2, length = 1000
59B  --1-           -1  -1       42795233      4.622719050       0.003683                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A76, length = 1000
59B  --1-           -1  -1       42795233      4.622723392       0.004342                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CC11, length = 1000
59B  --1-           -1  -1       42795233      4.622727212       0.003820                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9ABE, length = 1000
59B  --1-           -1  -1       42795233      4.622731814       0.004602                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107C80, length = 1000
59B  --1-           -1  -1       42795233      4.622734912       0.003098                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C02, length = 1000
59B  --1-           -1  -1       42795233      4.622739031       0.004119                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCBB, length = 1000
59B  --1-           -1  -1       42795233      4.622742880       0.003849                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C26, length = 1000
59B  --1-           -1  -1       42795233      4.622747000       0.004120                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002102874, length = 1000
59B  --1-           -1  -1       42795233      4.622750832       0.003832                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C6E, length = 1000
59B  --1-           -1  -1       42795233      4.622754531       0.003699                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCE1, length = 1000
59B  --1-           -1  -1       42795233      4.622758031       0.003500                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C92, length = 1000
59B  --1-           -1  -1       42795233      4.622762736       0.004705                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021029E9, length = 1000
59B  --1-           -1  -1       42795233      4.622766156       0.003420                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DD6, length = 1000
59B  --1-           -1  -1       42795233      4.622770343       0.004187                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CD86, length = 1000
59B  --1-           -1  -1       42795233      4.622774017       0.003674                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DFA, length = 1000
59B  --1-           -1  -1       42795233      4.624762812       1.988795                   JFS2 IO read: vp = F10001038096CC20, sid = A800A8, offset = 0000000000000000, length = 0B81
59B  --1-           -1  -1       42795233      4.625862849       1.100037                   JFS2 IO read: vp = F100010380A0C820, sid = 9A011A, offset = 0000000000000000, length = 06A7
59B  --1-           -1  -1       42795233      4.625922468       0.059619                   JFS2 IO read: vp = F100010380A0C820, sid = 9A011A, offset = 00000000000006A7, length = 0000
59B  --1-           -1  -1       42795233      4.626137371       0.214903                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000000000, length = 1000
59B  --1-           -1  -1       42795233      4.626215818       0.078447                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000001000, length = 06DE
59B  --1-           -1  -1       42795233      4.626267531       0.051713                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 00000000000015A4, length = 013A
59B  --1-           -1  -1       42795233      4.626302843       0.035312                   JFS2 IO read: vp = F100010380A3C820, sid = B100F1, offset = 0000000000000D3F, length = 099F
59B  --1-           -1  -1       42795233      4.626418031       0.115188                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795233      4.626441750       0.023719                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795233      4.626862218       0.420468                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795233      4.626906656       0.044438                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 00000000000001E1, length = 0117
59B  --1-           -1  -1       42795233      4.627025812       0.119156                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 000000000000001A, length = 02DE
59B  --1-           -1  -1       42795233      4.627116054       0.090242                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 0000000000000000, length = 02F8
59B  --1-           -1  -1       42795233      4.627143404       0.027350                   JFS2 IO read: vp = F100010380A1C820, sid = AF00AF, offset = 00000000000000A2, length = 0256
59B  --1-           -1  -1       38469819      4.628398824       1.255420                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       38469819      4.628579718       0.180894                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0FFC
59B  --1-           -1  -1       38469819      4.628583035       0.003317                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000007804, length = 0020
59B  --1-           -1  -1       38469819      4.628586511       0.003476                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 00000000000081B4, length = 002F
59B  --1-           -1  -1       37486621      4.629356156       0.769645                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       37486621      4.629695166       0.339010                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000000000, length = 0FFC
59B  --1-           -1  -1       37486621      4.629697208       0.002042                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 0000000000007804, length = 0020
59B  --1-           -1  -1       37486621      4.629699558       0.002350                   JFS2 IO read: vp = F1000103809ED020, sid = B500B5, offset = 00000000000081B4, length = 002F
59B  --1-           -1  -1       37486625      4.697708388      68.008830                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       37486625      4.697960011       0.251623                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000000, length = 0DE4
59B  --1-           -1  -1       37486625      4.697962968       0.002957                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000A98, length = 0020
59B  --1-           -1  -1       37486625      4.697966125       0.003157                   JFS2 IO read: vp = F10001038136F420, sid = A901A9, offset = 0000000000000D58, length = 002F
59B  --1-           -1  -1       27394065      5.003787863     305.821738                   JFS2 IO read: vp = F100010386869020, sid = B71037, offset = 0000000000000000, length = 0400
59B  --1-           -1  -1       27394065      5.004084802       0.296939                   JFS2 IO read: vp = F100010386869020, sid = B71037, offset = 0000000000000000, length = 0FFC
59B  --1-           -1  -1       27394065      5.004087937       0.003135                   JFS2 IO read: vp = F100010386869020, sid = B71037, offset = 0000000000019D84, length = 0020
59B  --1-           -1  -1       27394065      5.004091312       0.003375                   JFS2 IO read: vp = F100010386869020, sid = B71037, offset = 000000000001BE50, length = 006C
59B  --1-           -1  -1       27394065      5.005067150       0.975838                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000000000000, length = 1000
59B  --1-           -1  -1       27394065      5.005074013       0.006863                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB4F00, length = 1000
59B  --1-           -1  -1       27394065      5.005079250       0.005237                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021021B0, length = 1000
59B  --1-           -1  -1       27394065      5.005083445       0.004195                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB4F24, length = 1000
59B  --1-           -1  -1       27394065      5.005092812       0.009367                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB5F2C, length = 1000
59B  --1-           -1  -1       27394065      5.005101000       0.008188                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB6F34, length = 1000
59B  --1-           -1  -1       27394065      5.005109673       0.008673                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB7F3C, length = 1000
59B  --1-           -1  -1       27394065      5.005118449       0.008776                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB8F44, length = 1000
59B  --1-           -1  -1       27394065      5.005127478       0.009029                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FB9F4C, length = 1000
59B  --1-           -1  -1       27394065      5.005135656       0.008178                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBAF54, length = 1000
59B  --1-           -1  -1       27394065      5.005144218       0.008562                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBBF5C, length = 1000
59B  --1-           -1  -1       27394065      5.005152998       0.008780                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBCF64, length = 1000
59B  --1-           -1  -1       27394065      5.005161375       0.008377                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBDF6C, length = 1000
59B  --1-           -1  -1       27394065      5.005170031       0.008656                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBEF74, length = 1000
59B  --1-           -1  -1       27394065      5.005178611       0.008580                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FBFF7C, length = 1000
59B  --1-           -1  -1       27394065      5.005187250       0.008639                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC0F84, length = 1000
59B  --1-           -1  -1       27394065      5.005196156       0.008906                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC1F8C, length = 1000
59B  --1-           -1  -1       27394065      5.005204386       0.008230                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC2F94, length = 1000
59B  --1-           -1  -1       27394065      5.005213417       0.009031                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC3F9C, length = 1000
59B  --1-           -1  -1       27394065      5.005222052       0.008635                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC4FA4, length = 1000
59B  --1-           -1  -1       27394065      5.005231132       0.009080                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC5FAC, length = 1000
59B  --1-           -1  -1       27394065      5.005239437       0.008305                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC6FB4, length = 1000
59B  --1-           -1  -1       27394065      5.005248125       0.008688                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC7FBC, length = 1000
59B  --1-           -1  -1       27394065      5.005257312       0.009187                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC8FC4, length = 1000
59B  --1-           -1  -1       27394065      5.005265875       0.008563                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FC9FCC, length = 1000
59B  --1-           -1  -1       27394065      5.005274031       0.008156                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCAFD4, length = 1000
59B  --1-           -1  -1       27394065      5.005283277       0.009246                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCBFDC, length = 1000
59B  --1-           -1  -1       27394065      5.005291873       0.008596                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCCFE4, length = 1000
59B  --1-           -1  -1       27394065      5.005300718       0.008845                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCDFEC, length = 1000
59B  --1-           -1  -1       27394065      5.005309468       0.008750                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCEFF4, length = 1000
59B  --1-           -1  -1       27394065      5.005318539       0.009071                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FCFFFC, length = 1000
59B  --1-           -1  -1       27394065      5.005327562       0.009023                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD1004, length = 1000
59B  --1-           -1  -1       27394065      5.005336500       0.008938                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD200C, length = 1000
59B  --1-           -1  -1       27394065      5.005345158       0.008658                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD3014, length = 1000
59B  --1-           -1  -1       27394065      5.005353824       0.008666                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD401C, length = 1000
59B  --1-           -1  -1       27394065      5.005362531       0.008707                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD5024, length = 1000
59B  --1-           -1  -1       27394065      5.005371468       0.008937                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD602C, length = 1000
59B  --1-           -1  -1       27394065      5.005380306       0.008838                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD7034, length = 1000
59B  --1-           -1  -1       27394065      5.005389748       0.009442                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD803C, length = 1000
59B  --1-           -1  -1       27394065      5.005398275       0.008527                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9044, length = 1000
59B  --1-           -1  -1       27394065      5.005404968       0.006693                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CB2C, length = 1000
59B  --1-           -1  -1       27394065      5.005409378       0.004410                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD94A0, length = 1000
59B  --1-           -1  -1       27394065      5.005413177       0.003799                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210C994, length = 1000
59B  --1-           -1  -1       27394065      5.005417191       0.004014                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD94C4, length = 1000
59B  --1-           -1  -1       27394065      5.005421468       0.004277                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107AE5, length = 1000
59B  --1-           -1  -1       27394065      5.005425802       0.004334                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD95AE, length = 1000
59B  --1-           -1  -1       27394065      5.005429621       0.003819                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CBA9, length = 1000
59B  --1-           -1  -1       27394065      5.005433105       0.003484                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD95D2, length = 1000
59B  --1-           -1  -1       27394065      5.005438281       0.005176                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104DD9, length = 1000
59B  --1-           -1  -1       27394065      5.005442703       0.004422                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD97CA, length = 1000
59B  --1-           -1  -1       27394065      5.005446437       0.003734                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CC08, length = 1000
59B  --1-           -1  -1       27394065      5.005449562       0.003125                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD97EE, length = 1000
59B  --1-           -1  -1       27394065      5.005453468       0.003906                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107A71, length = 1000
59B  --1-           -1  -1       27394065      5.005457308       0.003840                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9812, length = 1000
59B  --1-           -1  -1       27394065      5.005461615       0.004307                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107970, length = 1000
59B  --1-           -1  -1       27394065      5.005464718       0.003103                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9836, length = 1000
59B  --1-           -1  -1       27394065      5.005468990       0.004272                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104DF8, length = 1000
59B  --1-           -1  -1       27394065      5.005472187       0.003197                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD985A, length = 1000
59B  --1-           -1  -1       27394065      5.005476343       0.004156                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210828F, length = 1000
59B  --1-           -1  -1       27394065      5.005480375       0.004032                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD987E, length = 1000
59B  --1-           -1  -1       27394065      5.005484576       0.004201                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002106471, length = 1000
59B  --1-           -1  -1       27394065      5.005489105       0.004529                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98A2, length = 1000
59B  --1-           -1  -1       27394065      5.005493156       0.004051                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210645C, length = 1000
59B  --1-           -1  -1       27394065      5.005497136       0.003980                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98C6, length = 1000
59B  --1-           -1  -1       27394065      5.005501052       0.003916                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108455, length = 1000
59B  --1-           -1  -1       27394065      5.005505052       0.004000                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD98EA, length = 1000
59B  --1-           -1  -1       27394065      5.005508843       0.003791                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108446, length = 1000
59B  --1-           -1  -1       27394065      5.005512437       0.003594                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD990E, length = 1000
59B  --1-           -1  -1       27394065      5.005516169       0.003732                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107B16, length = 1000
59B  --1-           -1  -1       27394065      5.005520093       0.003924                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9932, length = 1000
59B  --1-           -1  -1       27394065      5.005524318       0.004225                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021065E1, length = 1000
59B  --1-           -1  -1       27394065      5.005527968       0.003650                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9956, length = 1000
59B  --1-           -1  -1       27394065      5.005532093       0.004125                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002108AC7, length = 1000
59B  --1-           -1  -1       27394065      5.005535679       0.003586                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD997A, length = 1000
59B  --1-           -1  -1       27394065      5.005539875       0.004196                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CBE7, length = 1000
59B  --1-           -1  -1       27394065      5.005543500       0.003625                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99C2, length = 1000
59B  --1-           -1  -1       27394065      5.005547437       0.003937                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210502E, length = 1000
59B  --1-           -1  -1       27394065      5.005550970       0.003533                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD99E6, length = 1000
59B  --1-           -1  -1       27394065      5.005554781       0.003811                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3D4, length = 1000
59B  --1-           -1  -1       27394065      5.005559125       0.004344                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A0A, length = 1000
59B  --1-           -1  -1       27394065      5.005562775       0.003650                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210A3B7, length = 1000
59B  --1-           -1  -1       27394065      5.005566716       0.003941                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A2E, length = 1000
59B  --1-           -1  -1       27394065      5.005570562       0.003846                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021027D6, length = 1000
59B  --1-           -1  -1       27394065      5.005574625       0.004063                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A52, length = 1000
59B  --1-           -1  -1       27394065      5.005578781       0.004156                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002104EA2, length = 1000
59B  --1-           -1  -1       27394065      5.005582576       0.003795                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9A76, length = 1000
59B  --1-           -1  -1       27394065      5.005586851       0.004275                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CC11, length = 1000
59B  --1-           -1  -1       27394065      5.005590947       0.004096                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9ABE, length = 1000
59B  --1-           -1  -1       27394065      5.005595679       0.004732                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002107C80, length = 1000
59B  --1-           -1  -1       27394065      5.005598812       0.003133                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C02, length = 1000
59B  --1-           -1  -1       27394065      5.005602806       0.003994                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCBB, length = 1000
59B  --1-           -1  -1       27394065      5.005606781       0.003975                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C26, length = 1000
59B  --1-           -1  -1       27394065      5.005610830       0.004049                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000002102874, length = 1000
59B  --1-           -1  -1       27394065      5.005614845       0.004015                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C6E, length = 1000
59B  --1-           -1  -1       27394065      5.005618437       0.003592                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CCE1, length = 1000
59B  --1-           -1  -1       27394065      5.005622125       0.003688                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9C92, length = 1000
59B  --1-           -1  -1       27394065      5.005626722       0.004597                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 00000000021029E9, length = 1000
59B  --1-           -1  -1       27394065      5.005630140       0.003418                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DD6, length = 1000
59B  --1-           -1  -1       27394065      5.005634398       0.004258                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 000000000210CD86, length = 1000
59B  --1-           -1  -1       27394065      5.005638093       0.003695                   JFS2 IO read: vp = F1000103809DC820, sid = 910111, offset = 0000000001FD9DFA, length = 1000
59B  --1-           -1  -1       27394065      5.005820263       0.182170                   JFS2 IO read: vp = F10001038091C020, sid = B700B7, offset = 0000000000000000, length = 0148
59B  --1-           -1  -1       27394065      5.005824064       0.003801                   JFS2 IO read: vp = F10001038091C020, sid = B700B7, offset = 000000000000000C, length = 01D4
59B  --1-           -1  -1       27394065      5.005834802       0.010738                   JFS2 IO read: vp = F10001038092C020, sid = B100B1, offset = 0000000000000000, length = 0028
59B  --1-           -1  -1       27394065      5.005837750       0.002948                   JFS2 IO read: vp = F10001038092C020, sid = B100B1, offset = 000000000000000C, length = 0028
002  --1-           -1  -1       27394065      5.006372314       0.534564                   TRACE OFF channel 0000 Tue Jan 24 15:59:06 2012
